Sequence,Trial,Frame,Value
231027_S103_obj_11_grasp_9,trial_0,sub3_43,0.29
231027_S103_obj_11_grasp_9,trial_0,sub3_44,0.29
231027_S103_obj_11_grasp_9,trial_0,sub3_45,0.28
231027_S103_obj_11_grasp_9,trial_0,sub3_46,0.29
231027_S103_obj_11_grasp_9,trial_0,sub3_47,0.3
231027_S103_obj_11_grasp_9,trial_0,sub3_48,0.28
231027_S103_obj_11_grasp_9,trial_0,sub3_49,0.27
231027_S103_obj_11_grasp_9,trial_0,sub3_50,0.27
231027_S103_obj_11_grasp_9,trial_0,sub3_51,0.25
231027_S103_obj_11_grasp_9,trial_0,sub3_52,0.24
231027_S103_obj_11_grasp_9,trial_0,sub3_53,0.25
231027_S103_obj_11_grasp_9,trial_0,sub3_54,0.27
231027_S103_obj_11_grasp_9,trial_0,sub3_55,0.27
231027_S103_obj_11_grasp_9,trial_0,sub3_56,0.26
231027_S103_obj_11_grasp_9,trial_0,sub3_57,0.25
231027_S103_obj_11_grasp_9,trial_0,sub3_58,0.24
231027_S103_obj_11_grasp_9,trial_0,sub3_59,0.26
231027_S103_obj_11_grasp_9,trial_0,sub3_60,0.25
231027_S103_obj_11_grasp_9,trial_0,sub3_61,0.25
231027_S103_obj_11_grasp_9,trial_0,sub3_64,0.27
231027_S103_obj_14_grasp_17,trial_0,mas_2,0.21
231027_S103_obj_14_grasp_17,trial_0,mas_11,0.29
231027_S103_obj_14_grasp_17,trial_0,mas_24,0.2
231027_S103_obj_14_grasp_17,trial_0,mas_25,0.19
231027_S103_obj_14_grasp_17,trial_0,mas_26,0.19
231027_S103_obj_14_grasp_17,trial_0,mas_27,0.18
231027_S103_obj_14_grasp_17,trial_0,mas_28,0.18
231027_S103_obj_14_grasp_17,trial_0,mas_29,0.18
231027_S103_obj_14_grasp_17,trial_0,mas_56,0.23
231027_S103_obj_14_grasp_17,trial_0,mas_57,0.24
231027_S103_obj_14_grasp_17,trial_0,mas_95,0.2
231027_S103_obj_14_grasp_17,trial_0,mas_97,0.18
231027_S103_obj_14_grasp_17,trial_0,mas_101,0.19
231027_S103_obj_14_grasp_17,trial_0,mas_102,0.26
231027_S103_obj_14_grasp_17,trial_0,mas_103,0.24
231027_S103_obj_14_grasp_17,trial_0,mas_109,0.27
231027_S103_obj_14_grasp_17,trial_0,mas_118,0.23
231027_S103_obj_14_grasp_17,trial_0,mas_120,0.25
231027_S103_obj_14_grasp_17,trial_0,mas_123,0.23
231027_S103_obj_14_grasp_17,trial_0,mas_141,0.19
231027_S103_obj_14_grasp_17,trial_0,mas_143,0.23
231027_S103_obj_14_grasp_17,trial_0,sub1_25,0.37
231027_S103_obj_14_grasp_17,trial_0,sub1_26,0.36
231027_S103_obj_14_grasp_17,trial_0,sub1_29,0.36
231027_S103_obj_14_grasp_17,trial_0,sub1_73,0.4
231027_S103_obj_14_grasp_17,trial_0,sub1_74,0.39
231027_S103_obj_14_grasp_17,trial_0,sub1_92,0.41
231027_S103_obj_14_grasp_17,trial_0,sub1_95,0.3
231027_S103_obj_14_grasp_17,trial_0,sub1_102,0.23
231027_S103_obj_14_grasp_17,trial_0,sub1_118,0.35
231027_S103_obj_14_grasp_17,trial_0,sub1_143,0.41
231027_S103_obj_14_grasp_17,trial_0,sub2_8,0.24
231027_S103_obj_14_grasp_17,trial_0,sub2_11,0.23
231027_S103_obj_14_grasp_17,trial_0,sub2_27,0.4
231027_S103_obj_14_grasp_17,trial_0,sub2_56,0.33
231027_S103_obj_14_grasp_17,trial_0,sub2_57,0.32
231027_S103_obj_14_grasp_17,trial_0,sub2_73,0.3
231027_S103_obj_14_grasp_17,trial_0,sub2_74,0.29
231027_S103_obj_14_grasp_17,trial_0,sub2_86,0.25
231027_S103_obj_14_grasp_17,trial_0,sub2_92,0.34
231027_S103_obj_14_grasp_17,trial_0,sub2_95,0.3
231027_S103_obj_14_grasp_17,trial_0,sub2_97,0.36
231027_S103_obj_14_grasp_17,trial_0,sub2_98,0.32
231027_S103_obj_14_grasp_17,trial_0,sub2_102,0.33
231027_S103_obj_14_grasp_17,trial_0,sub2_103,0.32
231027_S103_obj_14_grasp_17,trial_0,sub2_115,0.32
231027_S103_obj_14_grasp_17,trial_0,sub2_118,0.36
231027_S103_obj_14_grasp_17,trial_0,sub2_141,0.34
231027_S103_obj_14_grasp_17,trial_0,sub2_143,0.31
231027_S103_obj_14_grasp_17,trial_0,sub2_152,0.32
231027_S103_obj_14_grasp_17,trial_0,sub3_25,0.21
231027_S103_obj_14_grasp_17,trial_0,sub3_26,0.19
231027_S103_obj_14_grasp_17,trial_0,sub3_29,0.17
231027_S103_obj_14_grasp_17,trial_0,sub3_74,0.33
231027_S103_obj_14_grasp_17,trial_0,sub3_92,0.34
231027_S103_obj_14_grasp_17,trial_0,sub3_98,0.25
231027_S103_obj_14_grasp_17,trial_0,sub3_102,0.22
231027_S103_obj_14_grasp_17,trial_0,sub3_141,0.33
231027_S103_obj_15_grasp_28,trial_0,mas_1,0.24
231027_S103_obj_15_grasp_28,trial_0,mas_2,0.26
231027_S103_obj_15_grasp_28,trial_0,mas_4,0.33
231027_S103_obj_15_grasp_28,trial_0,mas_15,0.28
231027_S103_obj_15_grasp_28,trial_0,mas_16,0.33
231027_S103_obj_15_grasp_28,trial_0,mas_18,0.24
231027_S103_obj_15_grasp_28,trial_0,mas_36,0.2
231027_S103_obj_15_grasp_28,trial_0,mas_37,0.18
231027_S103_obj_15_grasp_28,trial_0,mas_45,0.24
231027_S103_obj_15_grasp_28,trial_0,mas_52,0.26
231027_S103_obj_15_grasp_28,trial_0,mas_55,0.25
231027_S103_obj_15_grasp_28,trial_0,mas_62,0.3
231027_S103_obj_15_grasp_28,trial_0,mas_63,0.3
231027_S103_obj_15_grasp_28,trial_0,mas_66,0.26
231027_S103_obj_15_grasp_28,trial_0,mas_77,0.23
231027_S103_obj_15_grasp_28,trial_0,mas_84,0.21
231027_S103_obj_15_grasp_28,trial_0,mas_100,0.23
231027_S103_obj_15_grasp_28,trial_0,mas_101,0.2
231027_S103_obj_15_grasp_28,trial_0,mas_103,0.2
231027_S103_obj_15_grasp_28,trial_0,mas_108,0.22
231027_S103_obj_15_grasp_28,trial_0,mas_109,0.22
231027_S103_obj_15_grasp_28,trial_0,sub1_1,0.21
231027_S103_obj_15_grasp_28,trial_0,sub1_2,0.15
231027_S103_obj_15_grasp_28,trial_0,sub1_10,0.26
231027_S103_obj_15_grasp_28,trial_0,sub1_15,0.21
231027_S103_obj_15_grasp_28,trial_0,sub1_18,0.24
231027_S103_obj_15_grasp_28,trial_0,sub1_36,0.22
231027_S103_obj_15_grasp_28,trial_0,sub1_37,0.21
231027_S103_obj_15_grasp_28,trial_0,sub1_45,0.25
231027_S103_obj_15_grasp_28,trial_0,sub1_48,0.27
231027_S103_obj_15_grasp_28,trial_0,sub1_49,0.28
231027_S103_obj_15_grasp_28,trial_0,sub1_52,0.28
231027_S103_obj_15_grasp_28,trial_0,sub1_55,0.23
231027_S103_obj_15_grasp_28,trial_0,sub1_66,0.27
231027_S103_obj_15_grasp_28,trial_0,sub1_69,0.36
231027_S103_obj_15_grasp_28,trial_0,sub1_77,0.28
231027_S103_obj_15_grasp_28,trial_0,sub1_84,0.19
231027_S103_obj_15_grasp_28,trial_0,sub1_100,0.18
231027_S103_obj_15_grasp_28,trial_0,sub1_101,0.16
231027_S103_obj_15_grasp_28,trial_0,sub1_103,0.16
231027_S103_obj_15_grasp_28,trial_0,sub1_108,0.36
231027_S103_obj_15_grasp_28,trial_0,sub1_109,0.33
231027_S103_obj_15_grasp_28,trial_0,sub2_1,0.29
231027_S103_obj_15_grasp_28,trial_0,sub2_2,0.23
231027_S103_obj_15_grasp_28,trial_0,sub2_7,0.28
231027_S103_obj_15_grasp_28,trial_0,sub2_15,0.25
231027_S103_obj_15_grasp_28,trial_0,sub2_16,0.25
231027_S103_obj_15_grasp_28,trial_0,sub2_18,0.28
231027_S103_obj_15_grasp_28,trial_0,sub2_52,0.46
231027_S103_obj_15_grasp_28,trial_0,sub2_55,0.33
231027_S103_obj_15_grasp_28,trial_0,sub2_56,0.31
231027_S103_obj_15_grasp_28,trial_0,sub2_62,0.27
231027_S103_obj_15_grasp_28,trial_0,sub2_66,0.32
231027_S103_obj_15_grasp_28,trial_0,sub2_69,0.34
231027_S103_obj_15_grasp_28,trial_0,sub2_84,0.45
231027_S103_obj_15_grasp_28,trial_0,sub2_101,0.49
231027_S103_obj_15_grasp_28,trial_0,sub2_108,0.41
231027_S103_obj_15_grasp_28,trial_0,sub2_109,0.39
231027_S103_obj_15_grasp_28,trial_0,sub3_1,0.32
231027_S103_obj_15_grasp_28,trial_0,sub3_2,0.23
231027_S103_obj_15_grasp_28,trial_0,sub3_7,0.32
231027_S103_obj_15_grasp_28,trial_0,sub3_10,0.25
231027_S103_obj_15_grasp_28,trial_0,sub3_15,0.25
231027_S103_obj_15_grasp_28,trial_0,sub3_16,0.29
231027_S103_obj_15_grasp_28,trial_0,sub3_18,0.24
231027_S103_obj_15_grasp_28,trial_0,sub3_36,0.29
231027_S103_obj_15_grasp_28,trial_0,sub3_37,0.25
231027_S103_obj_15_grasp_28,trial_0,sub3_45,0.28
231027_S103_obj_15_grasp_28,trial_0,sub3_52,0.25
231027_S103_obj_15_grasp_28,trial_0,sub3_55,0.25
231027_S103_obj_15_grasp_28,trial_0,sub3_56,0.35
231027_S103_obj_15_grasp_28,trial_0,sub3_62,0.3
231027_S103_obj_15_grasp_28,trial_0,sub3_63,0.31
231027_S103_obj_15_grasp_28,trial_0,sub3_66,0.23
231027_S103_obj_15_grasp_28,trial_0,sub3_69,0.24
231027_S103_obj_15_grasp_28,trial_0,sub3_77,0.24
231027_S103_obj_15_grasp_28,trial_0,sub3_84,0.26
231027_S103_obj_15_grasp_28,trial_0,sub3_100,0.25
231027_S103_obj_15_grasp_28,trial_0,sub3_101,0.27
231027_S103_obj_15_grasp_28,trial_0,sub3_108,0.33
231027_S103_obj_15_grasp_28,trial_0,sub3_109,0.32
231027_S103_obj_15_grasp_33,trial_0,mas_9,0.24
231027_S103_obj_15_grasp_33,trial_0,mas_12,0.23
231027_S103_obj_15_grasp_33,trial_0,mas_29,0.33
231027_S103_obj_15_grasp_33,trial_0,mas_31,0.27
231027_S103_obj_15_grasp_33,trial_0,mas_32,0.25
231027_S103_obj_15_grasp_33,trial_0,mas_35,0.21
231027_S103_obj_15_grasp_33,trial_0,mas_49,0.28
231027_S103_obj_15_grasp_33,trial_0,mas_50,0.35
231027_S103_obj_15_grasp_33,trial_0,mas_52,0.37
231027_S103_obj_15_grasp_33,trial_0,mas_72,0.42
231027_S103_obj_15_grasp_33,trial_0,mas_75,0.48
231027_S103_obj_15_grasp_33,trial_0,mas_84,0.33
231027_S103_obj_15_grasp_33,trial_0,mas_85,0.28
231027_S103_obj_15_grasp_33,trial_0,mas_89,0.27
231027_S103_obj_15_grasp_33,trial_0,mas_90,0.27
231027_S103_obj_15_grasp_33,trial_0,mas_91,0.29
231027_S103_obj_15_grasp_33,trial_0,mas_95,0.25
231027_S103_obj_15_grasp_33,trial_0,mas_105,0.2
231027_S103_obj_15_grasp_33,trial_0,mas_121,0.26
231027_S103_obj_15_grasp_33,trial_0,sub1_9,0.34
231027_S103_obj_15_grasp_33,trial_0,sub1_12,0.28
231027_S103_obj_15_grasp_33,trial_0,sub1_29,0.23
231027_S103_obj_15_grasp_33,trial_0,sub1_31,0.27
231027_S103_obj_15_grasp_33,trial_0,sub1_32,0.26
231027_S103_obj_15_grasp_33,trial_0,sub1_49,0.27
231027_S103_obj_15_grasp_33,trial_0,sub1_50,0.32
231027_S103_obj_15_grasp_33,trial_0,sub1_51,0.3
231027_S103_obj_15_grasp_33,trial_0,sub1_52,0.3
231027_S103_obj_15_grasp_33,trial_0,sub1_69,0.19
231027_S103_obj_15_grasp_33,trial_0,sub1_75,0.2
231027_S103_obj_15_grasp_33,trial_0,sub1_84,0.24
231027_S103_obj_15_grasp_33,trial_0,sub1_85,0.26
231027_S103_obj_15_grasp_33,trial_0,sub1_89,0.22
231027_S103_obj_15_grasp_33,trial_0,sub1_90,0.28
231027_S103_obj_15_grasp_33,trial_0,sub1_92,0.26
231027_S103_obj_15_grasp_33,trial_0,sub1_94,0.25
231027_S103_obj_15_grasp_33,trial_0,sub1_95,0.26
231027_S103_obj_15_grasp_33,trial_0,sub1_97,0.26
231027_S103_obj_15_grasp_33,trial_0,sub1_105,0.38
231027_S103_obj_15_grasp_33,trial_0,sub1_113,0.26
231027_S103_obj_15_grasp_33,trial_0,sub2_9,0.33
231027_S103_obj_15_grasp_33,trial_0,sub2_12,0.39
231027_S103_obj_15_grasp_33,trial_0,sub2_29,0.42
231027_S103_obj_15_grasp_33,trial_0,sub2_31,0.45
231027_S103_obj_15_grasp_33,trial_0,sub2_32,0.48
231027_S103_obj_15_grasp_33,trial_0,sub2_50,0.31
231027_S103_obj_15_grasp_33,trial_0,sub2_51,0.33
231027_S103_obj_15_grasp_33,trial_0,sub2_75,0.4
231027_S103_obj_15_grasp_33,trial_0,sub2_84,0.35
231027_S103_obj_15_grasp_33,trial_0,sub2_89,0.4
231027_S103_obj_15_grasp_33,trial_0,sub2_90,0.45
231027_S103_obj_15_grasp_33,trial_0,sub2_91,0.41
231027_S103_obj_15_grasp_33,trial_0,sub2_92,0.41
231027_S103_obj_15_grasp_33,trial_0,sub2_95,0.47
231027_S103_obj_15_grasp_33,trial_0,sub2_105,0.36
231027_S103_obj_15_grasp_33,trial_0,sub2_121,0.32
231027_S103_obj_15_grasp_33,trial_0,sub3_9,0.32
231027_S103_obj_15_grasp_33,trial_0,sub3_12,0.27
231027_S103_obj_15_grasp_33,trial_0,sub3_15,0.27
231027_S103_obj_15_grasp_33,trial_0,sub3_29,0.27
231027_S103_obj_15_grasp_33,trial_0,sub3_31,0.29
231027_S103_obj_15_grasp_33,trial_0,sub3_32,0.3
231027_S103_obj_15_grasp_33,trial_0,sub3_49,0.31
231027_S103_obj_15_grasp_33,trial_0,sub3_50,0.35
231027_S103_obj_15_grasp_33,trial_0,sub3_51,0.32
231027_S103_obj_15_grasp_33,trial_0,sub3_52,0.32
231027_S103_obj_15_grasp_33,trial_0,sub3_69,0.22
231027_S103_obj_15_grasp_33,trial_0,sub3_72,0.22
231027_S103_obj_15_grasp_33,trial_0,sub3_75,0.24
231027_S103_obj_15_grasp_33,trial_0,sub3_84,0.25
231027_S103_obj_15_grasp_33,trial_0,sub3_85,0.3
231027_S103_obj_15_grasp_33,trial_0,sub3_89,0.29
231027_S103_obj_15_grasp_33,trial_0,sub3_90,0.32
231027_S103_obj_15_grasp_33,trial_0,sub3_92,0.3
231027_S103_obj_15_grasp_33,trial_0,sub3_95,0.29
231027_S103_obj_15_grasp_33,trial_0,sub3_97,0.3
231027_S103_obj_15_grasp_33,trial_0,sub3_105,0.24
231027_S103_obj_15_grasp_33,trial_0,sub3_113,0.27
231027_S103_obj_15_grasp_33,trial_0,sub3_121,0.31
231027_S103_obj_18_grasp_14,trial_0,mas_0,0.23
231027_S103_obj_18_grasp_14,trial_0,mas_7,0.25
231027_S103_obj_18_grasp_14,trial_0,mas_10,0.22
231027_S103_obj_18_grasp_14,trial_0,mas_11,0.21
231027_S103_obj_18_grasp_14,trial_0,mas_13,0.21
231027_S103_obj_18_grasp_14,trial_0,mas_15,0.2
231027_S103_obj_18_grasp_14,trial_0,mas_45,0.21
231027_S103_obj_18_grasp_14,trial_0,mas_63,0.21
231027_S103_obj_18_grasp_14,trial_0,mas_64,0.2
231027_S103_obj_18_grasp_14,trial_0,mas_71,0.17
231027_S103_obj_18_grasp_14,trial_0,mas_81,0.18
231027_S103_obj_18_grasp_14,trial_0,mas_95,0.25
231027_S103_obj_18_grasp_14,trial_0,mas_99,0.17
231027_S103_obj_18_grasp_14,trial_0,mas_100,0.15
231027_S103_obj_18_grasp_14,trial_0,mas_101,0.15
231027_S103_obj_18_grasp_14,trial_0,mas_103,0.21
231027_S103_obj_18_grasp_14,trial_0,mas_108,0.17
231027_S103_obj_18_grasp_14,trial_0,mas_109,0.17
231027_S103_obj_18_grasp_14,trial_0,mas_117,0.14
231027_S103_obj_18_grasp_14,trial_0,mas_120,0.16
231027_S103_obj_18_grasp_14,trial_0,mas_123,0.17
231027_S103_obj_18_grasp_14,trial_0,mas_125,0.19
231027_S103_obj_18_grasp_14,trial_0,mas_127,0.18
231027_S103_obj_18_grasp_14,trial_0,mas_128,0.17
231027_S103_obj_18_grasp_14,trial_0,mas_129,0.16
231027_S103_obj_18_grasp_14,trial_0,mas_146,0.23
231027_S103_obj_18_grasp_14,trial_0,mas_157,0.17
231027_S103_obj_18_grasp_14,trial_0,mas_159,0.18
231027_S103_obj_18_grasp_14,trial_0,mas_161,0.2
231027_S103_obj_18_grasp_14,trial_0,mas_162,0.2
231027_S103_obj_18_grasp_14,trial_0,mas_171,0.22
231027_S103_obj_18_grasp_14,trial_0,sub1_7,0.18
231027_S103_obj_18_grasp_14,trial_0,sub1_8,0.19
231027_S103_obj_18_grasp_14,trial_0,sub1_10,0.2
231027_S103_obj_18_grasp_14,trial_0,sub1_15,0.18
231027_S103_obj_18_grasp_14,trial_0,sub1_45,0.19
231027_S103_obj_18_grasp_14,trial_0,sub1_63,0.21
231027_S103_obj_18_grasp_14,trial_0,sub1_64,0.2
231027_S103_obj_18_grasp_14,trial_0,sub1_95,0.21
231027_S103_obj_18_grasp_14,trial_0,sub1_99,0.17
231027_S103_obj_18_grasp_14,trial_0,sub1_100,0.18
231027_S103_obj_18_grasp_14,trial_0,sub1_101,0.17
231027_S103_obj_18_grasp_14,trial_0,sub1_103,0.19
231027_S103_obj_18_grasp_14,trial_0,sub1_108,0.2
231027_S103_obj_18_grasp_14,trial_0,sub1_109,0.2
231027_S103_obj_18_grasp_14,trial_0,sub1_117,0.18
231027_S103_obj_18_grasp_14,trial_0,sub1_120,0.16
231027_S103_obj_18_grasp_14,trial_0,sub1_123,0.19
231027_S103_obj_18_grasp_14,trial_0,sub1_125,0.2
231027_S103_obj_18_grasp_14,trial_0,sub1_128,0.21
231027_S103_obj_18_grasp_14,trial_0,sub1_129,0.22
231027_S103_obj_18_grasp_14,trial_0,sub1_146,0.23
231027_S103_obj_18_grasp_14,trial_0,sub1_157,0.2
231027_S103_obj_18_grasp_14,trial_0,sub1_159,0.18
231027_S103_obj_18_grasp_14,trial_0,sub1_161,0.16
231027_S103_obj_18_grasp_14,trial_0,sub1_162,0.17
231027_S103_obj_18_grasp_14,trial_0,sub1_171,0.21
231027_S103_obj_18_grasp_14,trial_0,sub2_1,0.25
231027_S103_obj_18_grasp_14,trial_0,sub2_4,0.26
231027_S103_obj_18_grasp_14,trial_0,sub2_5,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_6,0.28
231027_S103_obj_18_grasp_14,trial_0,sub2_7,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_8,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_10,0.28
231027_S103_obj_18_grasp_14,trial_0,sub2_13,0.28
231027_S103_obj_18_grasp_14,trial_0,sub2_63,0.21
231027_S103_obj_18_grasp_14,trial_0,sub2_64,0.21
231027_S103_obj_18_grasp_14,trial_0,sub2_99,0.2
231027_S103_obj_18_grasp_14,trial_0,sub2_100,0.2
231027_S103_obj_18_grasp_14,trial_0,sub2_101,0.21
231027_S103_obj_18_grasp_14,trial_0,sub2_103,0.26
231027_S103_obj_18_grasp_14,trial_0,sub2_108,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_109,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_117,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_120,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_125,0.29
231027_S103_obj_18_grasp_14,trial_0,sub2_127,0.28
231027_S103_obj_18_grasp_14,trial_0,sub2_128,0.27
231027_S103_obj_18_grasp_14,trial_0,sub2_146,0.23
231027_S103_obj_18_grasp_14,trial_0,sub2_157,0.24
231027_S103_obj_18_grasp_14,trial_0,sub2_159,0.17
231027_S103_obj_18_grasp_14,trial_0,sub2_161,0.17
231027_S103_obj_18_grasp_14,trial_0,sub2_171,0.23
231027_S103_obj_18_grasp_14,trial_0,sub3_0,0.33
231027_S103_obj_18_grasp_14,trial_0,sub3_1,0.28
231027_S103_obj_18_grasp_14,trial_0,sub3_4,0.25
231027_S103_obj_18_grasp_14,trial_0,sub3_5,0.22
231027_S103_obj_18_grasp_14,trial_0,sub3_6,0.21
231027_S103_obj_18_grasp_14,trial_0,sub3_7,0.22
231027_S103_obj_18_grasp_14,trial_0,sub3_8,0.22
231027_S103_obj_18_grasp_14,trial_0,sub3_10,0.24
231027_S103_obj_18_grasp_14,trial_0,sub3_11,0.24
231027_S103_obj_18_grasp_14,trial_0,sub3_13,0.24
231027_S103_obj_18_grasp_14,trial_0,sub3_15,0.2
231027_S103_obj_18_grasp_14,trial_0,sub3_45,0.27
231027_S103_obj_18_grasp_14,trial_0,sub3_61,0.22
231027_S103_obj_18_grasp_14,trial_0,sub3_63,0.23
231027_S103_obj_18_grasp_14,trial_0,sub3_64,0.17
231027_S103_obj_18_grasp_14,trial_0,sub3_81,0.24
231027_S103_obj_18_grasp_14,trial_0,sub3_99,0.2
231027_S103_obj_18_grasp_14,trial_0,sub3_100,0.2
231027_S103_obj_18_grasp_14,trial_0,sub3_101,0.2
231027_S103_obj_18_grasp_14,trial_0,sub3_103,0.24
231027_S103_obj_18_grasp_14,trial_0,sub3_108,0.26
231027_S103_obj_18_grasp_14,trial_0,sub3_109,0.26
231027_S103_obj_18_grasp_14,trial_0,sub3_117,0.23
231027_S103_obj_18_grasp_14,trial_0,sub3_120,0.28
231027_S103_obj_18_grasp_14,trial_0,sub3_125,0.22
231027_S103_obj_18_grasp_14,trial_0,sub3_128,0.22
231027_S103_obj_18_grasp_14,trial_0,sub3_133,0.21
231027_S103_obj_18_grasp_14,trial_0,sub3_146,0.29
231027_S103_obj_18_grasp_14,trial_0,sub3_157,0.23
231027_S103_obj_18_grasp_14,trial_0,sub3_159,0.2
231027_S103_obj_18_grasp_14,trial_0,sub3_161,0.18
231027_S103_obj_18_grasp_14,trial_0,sub3_171,0.26
231027_S103_obj_21_grasp_12,trial_0,mas_2,0.17
231027_S103_obj_21_grasp_12,trial_0,mas_3,0.2
231027_S103_obj_21_grasp_12,trial_0,mas_7,0.23
231027_S103_obj_21_grasp_12,trial_0,mas_8,0.23
231027_S103_obj_21_grasp_12,trial_0,mas_9,0.22
231027_S103_obj_21_grasp_12,trial_0,mas_10,0.21
231027_S103_obj_21_grasp_12,trial_0,mas_12,0.23
231027_S103_obj_21_grasp_12,trial_0,mas_13,0.22
231027_S103_obj_21_grasp_12,trial_0,mas_14,0.23
231027_S103_obj_21_grasp_12,trial_0,mas_16,0.24
231027_S103_obj_21_grasp_12,trial_0,mas_19,0.17
231027_S103_obj_21_grasp_12,trial_0,mas_24,0.16
231027_S103_obj_21_grasp_12,trial_0,mas_44,0.32
231027_S103_obj_21_grasp_12,trial_0,mas_47,0.31
231027_S103_obj_21_grasp_12,trial_0,mas_50,0.3
231027_S103_obj_21_grasp_12,trial_0,mas_51,0.29
231027_S103_obj_21_grasp_12,trial_0,mas_52,0.27
231027_S103_obj_21_grasp_12,trial_0,mas_53,0.25
231027_S103_obj_21_grasp_12,trial_0,mas_54,0.25
231027_S103_obj_21_grasp_12,trial_0,mas_55,0.24
231027_S103_obj_21_grasp_12,trial_0,mas_56,0.24
231027_S103_obj_21_grasp_12,trial_0,mas_62,0.24
231027_S103_obj_21_grasp_12,trial_0,mas_72,0.17
231027_S103_obj_21_grasp_12,trial_0,mas_77,0.17
231027_S103_obj_21_grasp_12,trial_0,mas_81,0.17
231027_S103_obj_21_grasp_12,trial_0,mas_88,0.21
231027_S103_obj_21_grasp_12,trial_0,mas_89,0.17
231027_S103_obj_21_grasp_12,trial_0,mas_95,0.21
231027_S103_obj_21_grasp_12,trial_0,mas_96,0.22
231027_S103_obj_21_grasp_12,trial_0,mas_104,0.24
231027_S103_obj_21_grasp_12,trial_0,sub1_2,0.18
231027_S103_obj_21_grasp_12,trial_0,sub1_3,0.16
231027_S103_obj_21_grasp_12,trial_0,sub1_8,0.17
231027_S103_obj_21_grasp_12,trial_0,sub1_10,0.15
231027_S103_obj_21_grasp_12,trial_0,sub1_12,0.29
231027_S103_obj_21_grasp_12,trial_0,sub1_14,0.29
231027_S103_obj_21_grasp_12,trial_0,sub1_16,0.26
231027_S103_obj_21_grasp_12,trial_0,sub1_24,0.14
231027_S103_obj_21_grasp_12,trial_0,sub1_28,0.16
231027_S103_obj_21_grasp_12,trial_0,sub1_38,0.17
231027_S103_obj_21_grasp_12,trial_0,sub1_43,0.29
231027_S103_obj_21_grasp_12,trial_0,sub1_44,0.29
231027_S103_obj_21_grasp_12,trial_0,sub1_51,0.3
231027_S103_obj_21_grasp_12,trial_0,sub1_52,0.31
231027_S103_obj_21_grasp_12,trial_0,sub1_53,0.29
231027_S103_obj_21_grasp_12,trial_0,sub1_54,0.28
231027_S103_obj_21_grasp_12,trial_0,sub1_55,0.26
231027_S103_obj_21_grasp_12,trial_0,sub1_56,0.2
231027_S103_obj_21_grasp_12,trial_0,sub1_59,0.15
231027_S103_obj_21_grasp_12,trial_0,sub1_62,0.21
231027_S103_obj_21_grasp_12,trial_0,sub1_72,0.22
231027_S103_obj_21_grasp_12,trial_0,sub1_77,0.22
231027_S103_obj_21_grasp_12,trial_0,sub1_81,0.2
231027_S103_obj_21_grasp_12,trial_0,sub1_88,0.16
231027_S103_obj_21_grasp_12,trial_0,sub1_89,0.15
231027_S103_obj_21_grasp_12,trial_0,sub1_93,0.14
231027_S103_obj_21_grasp_12,trial_0,sub1_94,0.14
231027_S103_obj_21_grasp_12,trial_0,sub1_95,0.17
231027_S103_obj_21_grasp_12,trial_0,sub1_96,0.16
231027_S103_obj_21_grasp_12,trial_0,sub1_102,0.14
231027_S103_obj_21_grasp_12,trial_0,sub1_104,0.16
231027_S103_obj_21_grasp_12,trial_0,sub2_2,0.3
231027_S103_obj_21_grasp_12,trial_0,sub2_7,0.25
231027_S103_obj_21_grasp_12,trial_0,sub2_8,0.25
231027_S103_obj_21_grasp_12,trial_0,sub2_10,0.26
231027_S103_obj_21_grasp_12,trial_0,sub2_12,0.26
231027_S103_obj_21_grasp_12,trial_0,sub2_14,0.27
231027_S103_obj_21_grasp_12,trial_0,sub2_24,0.31
231027_S103_obj_21_grasp_12,trial_0,sub2_38,0.24
231027_S103_obj_21_grasp_12,trial_0,sub2_43,0.35
231027_S103_obj_21_grasp_12,trial_0,sub2_44,0.36
231027_S103_obj_21_grasp_12,trial_0,sub2_51,0.31
231027_S103_obj_21_grasp_12,trial_0,sub2_52,0.25
231027_S103_obj_21_grasp_12,trial_0,sub2_55,0.22
231027_S103_obj_21_grasp_12,trial_0,sub2_56,0.24
231027_S103_obj_21_grasp_12,trial_0,sub2_59,0.27
231027_S103_obj_21_grasp_12,trial_0,sub2_62,0.27
231027_S103_obj_21_grasp_12,trial_0,sub2_72,0.3
231027_S103_obj_21_grasp_12,trial_0,sub2_77,0.29
231027_S103_obj_21_grasp_12,trial_0,sub2_95,0.24
231027_S103_obj_21_grasp_12,trial_0,sub2_96,0.24
231027_S103_obj_21_grasp_12,trial_0,sub3_2,0.26
231027_S103_obj_21_grasp_12,trial_0,sub3_3,0.23
231027_S103_obj_21_grasp_12,trial_0,sub3_8,0.27
231027_S103_obj_21_grasp_12,trial_0,sub3_10,0.24
231027_S103_obj_21_grasp_12,trial_0,sub3_12,0.24
231027_S103_obj_21_grasp_12,trial_0,sub3_13,0.24
