Trial,Seq,Value
trial_1,mas_20,0.27
trial_1,mas_22,0.29
trial_1,mas_23,0.23
trial_1,mas_24,0.22
trial_1,mas_25,0.23
trial_1,mas_26,0.23
trial_1,mas_27,0.25
trial_1,mas_28,0.27
trial_1,mas_29,0.3
trial_1,mas_30,0.32
trial_1,mas_31,0.31
trial_1,mas_33,0.31
trial_1,mas_34,0.31
trial_1,mas_40,0.35
trial_1,mas_44,0.33
trial_1,mas_48,0.31
trial_1,mas_56,0.27
trial_1,mas_65,0.24
trial_1,mas_66,0.22
trial_1,mas_70,0.4
trial_1,mas_78,0.3
trial_1,mas_80,0.29
trial_1,mas_82,0.21
trial_1,mas_83,0.18
trial_1,mas_84,0.28
trial_1,mas_85,0.29
trial_1,sub1_3,0.27
trial_1,sub1_4,0.28
trial_1,sub1_9,0.21
trial_1,sub1_10,0.21
trial_1,sub1_11,0.21
trial_1,sub1_12,0.3
trial_1,sub1_14,0.33
trial_1,sub1_17,0.3
trial_1,sub1_19,0.32
trial_1,sub1_20,0.31
trial_1,sub1_22,0.36
trial_1,sub1_23,0.35
trial_1,sub1_24,0.3
trial_1,sub1_25,0.33
trial_1,sub1_27,0.31
trial_1,sub1_28,0.28
trial_1,sub1_29,0.31
trial_1,sub1_31,0.31
trial_1,sub1_32,0.33
trial_1,sub1_34,0.35
trial_1,sub1_36,0.35
trial_1,sub1_37,0.31
trial_1,sub1_40,0.35
trial_1,sub1_48,0.26
trial_1,sub1_56,0.37
trial_1,sub1_65,0.26
trial_1,sub1_66,0.3
trial_1,sub1_70,0.58
trial_1,sub1_78,0.3
trial_1,sub1_80,0.36
trial_1,sub1_81,0.31
trial_1,sub1_82,0.28
trial_1,sub1_83,0.28
trial_1,sub2_4,0.28
trial_1,sub2_9,0.35
trial_1,sub2_10,0.33
trial_1,sub2_12,0.22
trial_1,sub2_14,0.27
trial_1,sub2_15,0.23
trial_1,sub2_16,0.23
trial_1,sub2_17,0.21
trial_1,sub2_19,0.18
trial_1,sub2_20,0.18
trial_1,sub2_21,0.23
trial_1,sub2_22,0.18
trial_1,sub2_23,0.22
trial_1,sub2_24,0.2
trial_1,sub2_25,0.2
trial_1,sub2_26,0.21
trial_1,sub2_27,0.21
trial_1,sub2_28,0.26
trial_1,sub2_29,0.25
trial_1,sub2_30,0.26
trial_1,sub2_31,0.26
trial_1,sub2_32,0.31
trial_1,sub2_34,0.31
trial_1,sub2_36,0.32
trial_1,sub2_37,0.32
trial_1,sub2_40,0.32
trial_1,sub2_43,0.3
trial_1,sub2_44,0.29
trial_1,sub2_46,0.26
trial_1,sub2_48,0.29
trial_1,sub2_56,0.3
trial_1,sub2_65,0.55
trial_1,sub2_66,0.65
trial_1,sub2_70,0.72
trial_1,sub2_76,0.26
trial_1,sub2_78,0.24
trial_1,sub2_80,0.35
trial_1,sub2_81,0.43
trial_1,sub2_82,0.34
trial_1,sub2_83,0.27
trial_1,sub3_3,0.33
trial_1,sub3_4,0.35
trial_1,sub3_9,0.26
trial_1,sub3_10,0.25
trial_1,sub3_11,0.27
trial_1,sub3_12,0.29
trial_1,sub3_14,0.38
trial_1,sub3_15,0.32
trial_1,sub3_17,0.42
trial_1,sub3_19,0.53
trial_1,sub3_20,0.36
trial_1,sub3_21,0.41
trial_1,sub3_22,0.42
trial_1,sub3_23,0.47
trial_1,sub3_24,0.49
trial_1,sub3_25,0.53
trial_1,sub3_26,0.58
trial_1,sub3_27,0.64
trial_1,sub3_28,0.61
trial_1,sub3_29,0.37
trial_1,sub3_31,0.44
trial_1,sub3_32,0.55
trial_1,sub3_34,0.37
trial_1,sub3_36,0.41
trial_1,sub3_37,0.35
trial_1,sub3_40,0.41
trial_1,sub3_43,0.42
trial_1,sub3_44,0.52
trial_1,sub3_46,0.44
trial_1,sub3_48,0.55
trial_1,sub3_56,0.43
trial_1,sub3_65,0.46
trial_1,sub3_66,0.42
trial_1,sub3_70,0.66
trial_1,sub3_78,0.6
trial_1,sub3_80,0.5
trial_1,sub3_81,0.54
trial_1,sub3_82,0.53
trial_1,sub3_83,0.44
